sentences_ref,words_ref,sentences_intro,words_intro,sentences_mat,words_mat,sentences_conc,words_conc
10,266,19,563,59,1034,12,204
16,232,19,491,42,588,28,597
8,177,17,361,57,1397,60,1309
13,229,12,254,97,1384,95,2102
7,120,14,335,47,518,61,1659
9,226,14,393,23,316,65,1636
14,239,50,1025,78,1348,198,3399
12,229,19,399,52,787,112,2095
9,155,37,1059,51,954,107,3062
8,192,23,615,41,762,32,859
11,193,35,725,59,1083,98,2090
7,180,17,556,64,1173,81,1896
10,202,35,794,175,3145,13,326
12,221,33,682,55,1241,78,1664
12,268,39,911,55,1135,63,1679
10,224,17,481,85,1907,161,3930
8,271,50,1195,206,4423,602,1287
15,227,17,304,76,1696,46,1125
14,192,15,340,37,742,52,1039
17,234,16,454,25,327,97,1600
7,258,20,588,62,1335,80,2218
13,228,15,372,46,785,79,1725
18,240,16,420,42,1006,109,2567
16,254,3,45,77,1898,56,1395
6,185,16,533,52,974,98,2438
9,206,22,509,60,987,89,1733
12,263,28,625,139,1408,163,4032
9,182,31,669,121,2317,223,4018
7,131,15,329,34,516,56,942
7,148,19,472,64,1061,320,2462
9,211,13,336,21,410,116,2153
11,251,17,447,59,1051,94,2138
7,154,27,708,150,3353,181,4981
21,247,37,743,93,1409,119,2416
8,201,36,861,269,2604,127,3482
11,241,4,166,38,1002,42,1227
7,146,34,734,74,1212,145,3198
8,148,10,271,286,2176,115,2783
14,241,4,46,2,31,265,4701
11,208,32,553,64,1144,97,1859
11,172,25,437,173,1703,188,3573
8,167,18,424,48,854,197,4136
20,254,22,472,58,1055,244,3275
12,259,18,456,50,960,67,1642
6,161,44,1259,24,402,116,2495
13,238,12,291,21,282,110,2274
11,262,16,417,86,1713,68,1790
13,242,19,485,108,1775,111,2151
12,210,12,285,30,557,36,867
13,300,9,222,92,1933,106,2769
10,214,28,518,123,2220,6,81
12,221,36,821,39,504,70,1287
13,255,18,425,52,793,91,1945
9,191,23,457,47,1092,186,2347
11,260,28,614,96,1768,98,2313
12,180,36,945,29,612,115,1878
7,201,21,591,75,1141,133,3918
10,256,16,496,61,1408,52,1418
14,321,19,466,87,1552,69,1719
9,237,22,558,102,2012,9,193
17,321,23,526,5,75,59,1380
10,208,21,401,62,892,112,2754
14,248,20,455,30,590,119,2101
11,280,22,543,36,455,281,4423
8,215,19,515,28,524,42,1047
17,236,10,248,53,1111,59,1218
13,258,23,516,67,1107,30,635
9,164,27,701,50,1137,160,2417
6,159,31,946,42,801,97,2719
8,245,20,622,64,1407,269,2763
7,163,28,718,29,482,66,1839
9,171,42,1354,49,1207,133,1807
13,173,15,334,37,684,176,2615
21,233,10,194,44,822,67,1360
11,259,24,610,40,914,136,1744
9,163,25,624,52,1030,39,929
8,166,29,659,119,2025,112,2781
12,221,14,388,46,840,50,1215
8,172,37,909,190,3784,5,96
8,173,21,466,69,1127,144,1473
11,208,22,507,112,1561,153,2100
8,126,29,594,204,1072,10,179
8,201,18,513,30,503,115,2428
11,222,19,407,35,645,34,894
14,273,74,1232,19,307,103,2058
8,197,26,613,384,1037,108,2369
8,151,9,199,26,673,40,756
8,160,16,438,103,1911,260,5641
10,119,11,206,50,939,316,2592
14,253,18,450,88,1518,182,3980
8,138,11,259,71,1645,83,1507
8,156,45,844,94,1595,74,1403
8,160,22,490,87,1389,105,2595
8,215,9,215,56,970,61,1267
6,172,20,568,2,13,32,943
6,157,33,946,30,650,122,3388
10,248,20,415,41,516,89,2384
8,156,22,527,106,1325,71,1693
10,235,17,500,41,956,80,2098
10,250,25,718,34,607,104,2516
13,259,4,61,6,94,4,84
10,237,29,954,41,793,6,149
6,140,13,351,30,663,62,1374
7,144,30,750,38,732,97,2426
10,245,26,583,47,987,75,1747
13,246,39,791,56,718,112,2162
12,245,33,906,122,1899,210,2914
8,152,24,654,24,479,58,1447
11,213,22,562,49,982,98,2245
13,237,28,699,44,966,91,2358
10,148,37,885,42,739,41,800
11,186,18,335,83,1178,96,1808
15,218,14,397,68,1363,72,1713
7,190,26,741,82,1977,44,772
9,221,32,942,106,2083,86,2355
12,211,31,751,31,684,75,1784
7,158,29,785,54,947,167,3483
12,243,22,618,65,1431,34,1091
10,235,30,617,31,555,82,1901
12,199,23,409,56,884,84,1527
8,208,25,696,18,390,64,1472
9,163,12,246,28,584,77,1518
12,194,15,372,24,423,117,2923
7,249,14,578,76,1737,101,1739
13,146,21,432,53,1020,54,1196
12,300,27,712,183,1793,125,2981
7,162,27,598,49,978,97,1664
9,226,9,205,15,249,41,985
13,179,19,442,37,802,122,2304
15,219,16,374,17,199,220,3438
14,196,13,275,17,362,72,1544
11,206,40,1009,28,450,174,3939
9,198,27,598,17,233,134,3430
12,217,11,291,41,822,89,1472
12,248,23,618,87,1650,131,3261
14,245,22,446,23,377,193,3962
7,129,20,398,43,705,93,1317
8,180,36,997,69,1498,97,2366
10,247,28,603,79,1292,157,3026
9,232,20,575,45,854,94,2630
11,214,39,763,248,4346,111,829
9,275,26,649,28,516,53,1485
28,283,13,276,47,839,55,1007
10,229,53,1207,80,1324,282,1055
10,200,17,393,199,1650,112,2294
9,212,24,639,22,430,111,2614
10,210,13,406,47,1135,111,3568
10,243,12,327,29,613,111,2617
13,250,22,470,62,993,96,1855
12,252,24,518,126,2825,32,616
12,211,31,684,118,1685,116,2406
12,164,25,468,29,493,92,1932
13,247,21,546,71,1258,120,1899
18,237,18,470,29,614,209,2770
10,199,29,596,62,1044,85,2054
16,309,13,353,56,1011,114,2645
11,186,4,52,2,6,24,485
16,432,24,835,34,715,192,5557
19,292,26,476,43,860,167,2638
11,269,18,492,50,881,38,996
8,148,32,748,65,980,102,2723
8,261,25,721,53,954,199,2567
10,188,23,511,36,599,103,2380
17,264,18,514,40,1141,162,2614
12,260,16,412,58,763,82,1990
11,148,16,340,18,279,36,655
8,216,31,846,102,1957,153,3681
10,199,28,731,46,811,54,1172
10,207,30,671,26,425,158,3096
11,225,17,386,89,2103,89,2137
12,202,21,570,153,2424,84,1929
9,210,53,1308,63,1292,130,3148
10,249,21,453,82,1412,65,1704
7,153,39,987,29,596,93,1987
12,244,19,454,40,598,182,3543
13,260,23,644,40,855,25,613
11,240,25,550,30,535,83,1993
7,157,22,528,49,744,127,2856
8,151,19,495,44,895,57,1348
12,255,8,224,44,989,51,1351
20,241,15,342,48,1122,104,1677
13,175,13,242,56,1171,85,1714
12,252,45,1253,24,357,118,3075
21,259,46,866,96,1439,227,3905
26,406,24,516,81,1185,298,3642
12,262,21,661,18,411,43,1524
8,177,16,406,86,1682,125,2984
12,229,17,367,41,864,112,2299
8,201,14,484,46,767,145,2643
13,243,12,326,43,800,264,1870
11,215,4,45,2,29,223,2686
7,146,21,542,29,587,29,871
8,188,16,424,20,227,71,1889
15,249,17,344,2,10,35,815
10,202,31,821,52,1225,90,2380
