sentences_ref,words_ref,sentences_intro,words_intro,sentences_mat,words_mat,sentences_conc,words_conc
14,272,10,248,75,1752,46,1165
7,147,17,432,68,1147,132,2600
18,244,29,829,37,558,224,3720
12,223,14,379,124,1975,144,3340
9,149,26,431,60,1262,154,3368
6,174,28,681,81,1840,244,3364
8,173,19,334,31,552,219,4473
18,295,12,373,87,1750,57,1153
10,204,59,1379,38,649,107,2342
12,193,11,183,51,1021,95,1298
10,253,18,545,21,461,123,2094
7,113,32,787,38,866,11,206
5,102,15,296,39,851,79,1997
11,218,21,480,93,1674,79,1478
7,114,32,447,34,386,149,1910
10,233,12,293,40,814,176,2202
10,208,22,479,99,1736,95,1937
11,262,28,836,44,897,71,2019
13,261,27,585,66,1160,82,1695
13,211,16,298,60,1133,162,1782
8,180,34,910,28,579,50,1243
7,93,37,936,152,3197,298,4478
9,227,22,584,93,1761,337,7794
7,149,52,1487,68,1128,131,3390
12,235,46,1137,185,2885,49,1104
5,117,25,623,124,2053,10,189
8,177,14,401,46,1172,155,4644
11,259,16,507,62,1147,113,2854
7,194,12,456,125,2531,76,2202
8,129,23,517,46,830,21,541
14,262,15,427,62,1185,146,2302
20,253,19,406,49,840,60,1200
10,199,16,477,84,1993,152,3164
14,236,27,701,159,3040,86,2229
11,215,20,492,21,392,61,1551
9,187,25,572,58,956,72,1655
16,149,16,310,43,774,71,1182
12,226,49,1401,48,968,62,1302
1,1,4,86,12,259,29,570
16,230,19,589,69,1419,60,1725
12,267,14,356,89,1412,108,1613
5,50,16,346,123,1607,6,144
10,193,22,513,157,2269,155,3936
6,115,12,306,17,364,54,1163
13,261,17,517,60,1152,151,3487
10,204,16,410,53,946,16,454
9,190,24,589,40,761,151,3644
12,181,20,356,37,627,52,1090
4,109,13,376,89,1422,89,2057
17,305,18,391,52,972,94,2018
10,204,18,448,59,1041,113,2437
11,251,23,654,118,1835,136,3577
7,134,9,215,8,133,117,2325
10,254,16,401,45,713,34,971
8,199,11,291,18,364,55,1338
8,142,37,662,34,499,41,1053
9,247,17,394,79,1442,43,1103
10,152,19,326,57,909,120,1761
9,201,39,818,86,1533,111,2338
8,221,13,370,112,1811,88,2365
14,194,10,171,32,722,3,66
12,264,20,617,64,1247,153,2896
11,184,24,454,124,2076,74,1531
1,1,56,1116,45,869,141,3289
12,274,36,876,63,1327,73,1931
11,189,32,613,124,2457,93,1713
8,157,37,739,58,1039,103,2318
16,281,67,1165,63,1359,307,2456
13,251,22,540,121,2376,131,3209
10,237,13,410,56,1341,83,2660
10,157,21,518,38,308,206,2716
9,251,19,627,47,1060,34,892
8,106,24,673,60,1427,86,2191
9,169,24,547,93,1927,10,260
9,194,22,536,60,1165,47,1064
10,194,43,894,53,1076,133,2601
15,228,10,169,33,645,85,1850
13,250,24,446,28,470,122,2490
10,196,18,475,56,745,104,2166
7,159,18,397,35,348,84,1814
12,205,14,273,28,421,150,2107
8,147,2,21,2,31,6,102
10,219,32,753,34,512,80,1749
7,166,27,652,107,1869,4,59
1,1,24,597,87,1595,87,1549
16,375,39,1084,99,1768,212,2447
9,215,30,779,74,1236,157,4057
5,107,34,1019,35,823,46,1258
20,336,41,897,68,1127,108,2198
9,296,14,454,38,762,107,2351
8,171,17,428,60,1116,172,4189
6,157,17,457,102,1512,57,1543
10,198,27,593,59,722,154,2821
6,123,21,552,4,42,18,426
16,235,52,854,142,1894,172,3193
9,200,18,416,53,670,172,2844
11,268,13,304,14,263,60,1784
20,209,32,830,92,1702,170,2533
9,210,18,484,72,1459,151,2634
14,266,17,432,122,2235,6,104
8,107,12,207,3,50,43,726
17,254,13,248,30,715,54,1059
10,156,16,326,55,794,63,1261
9,221,14,334,44,760,102,2439
11,209,18,408,46,899,54,1215
13,259,24,663,113,1759,94,2359
12,242,12,300,65,924,222,4461
14,221,18,420,60,1219,85,1549
11,252,22,540,91,1354,144,3166
9,263,16,380,65,1432,79,2448
18,295,6,97,4,55,133,2682
14,192,19,420,17,287,110,2368
10,204,17,357,42,676,33,810
10,212,12,314,41,762,38,1096
14,217,16,381,42,1045,300,2167
18,226,15,401,5,75,49,883
8,125,42,902,94,1542,80,1870
12,328,21,557,17,338,73,1841
11,159,20,486,115,2184,96,1689
15,185,32,649,65,1018,160,2528
8,251,13,383,22,350,500,5804
8,163,30,626,195,2378,45,1027
14,165,28,442,26,416,83,1458
16,208,14,381,35,594,230,2914
7,155,42,1102,49,912,83,2073
16,242,22,531,51,856,9,129
13,255,14,364,79,1602,66,1943
10,159,36,820,153,1723,130,3025
8,208,20,609,21,356,72,2112
11,243,22,493,121,2253,127,3019
8,181,42,1036,126,2743,414,3555
7,151,18,366,24,498,99,1860
7,134,47,1109,138,2381,33,289
12,247,17,426,214,4017,88,2165
8,217,27,598,101,1374,66,2262
13,247,21,489,124,2187,261,6584
1,1,28,797,62,1147,106,2515
10,234,20,423,93,1500,91,2155
9,202,45,1015,63,966,152,2678
10,226,9,199,16,236,72,1386
24,264,17,514,32,615,281,2954
9,251,46,1330,61,1017,85,2137
8,148,22,389,39,648,77,1434
15,292,22,567,72,1476,801,3146
11,250,16,537,118,2957,500,2302
6,98,25,659,36,498,44,929
12,196,12,233,30,557,73,1603
20,232,23,417,41,707,35,608
14,344,34,856,145,3616,87,1661
6,103,7,114,78,1229,66,1334
11,225,8,177,103,2307,3,46
9,163,25,581,59,1198,79,1919
8,167,17,395,44,961,61,1412
7,163,29,792,55,837,105,2531
8,153,15,409,18,184,194,5014
9,240,23,585,69,1437,157,3234
7,184,11,349,49,874,144,1791
15,253,7,136,59,1041,136,1402
11,269,10,255,21,425,34,802
14,217,15,514,48,799,202,2191
11,236,18,546,237,6061,282,6972
13,190,38,819,39,708,100,1902
12,255,30,970,13,182,54,1696
10,228,12,303,67,1533,93,2343
15,229,25,611,45,940,70,1666
14,220,28,526,85,1496,57,1038
6,159,28,729,18,371,35,870
9,259,14,398,20,317,57,1494
6,161,33,719,7,135,132,2157
15,251,36,886,22,331,52,1399
12,258,39,923,92,1599,129,3175
11,229,15,427,80,1490,44,1138
11,211,27,696,151,2892,6,434
9,250,25,580,52,925,195,3135
8,141,26,644,127,2431,144,3600
12,138,15,282,36,510,70,1246
6,181,11,328,44,555,96,1916
11,247,41,783,79,1517,77,1804
16,223,14,299,7,152,44,949
11,239,23,574,80,1720,86,2050
10,207,10,277,58,1055,110,2120
8,155,33,803,62,1284,91,2262
13,203,33,724,47,830,118,2617
6,117,18,397,36,496,65,1269
13,200,59,1046,49,1081,122,2805
8,212,24,836,65,1153,140,3106
13,238,11,238,54,1321,86,1755
9,170,27,612,38,653,158,3729
7,155,15,380,24,525,108,3072
5,57,15,360,33,508,174,2583
15,206,24,574,33,761,352,2435
10,256,44,1239,53,1221,275,4751
16,223,16,387,56,1065,78,1872
6,131,31,590,32,626,149,2961
10,155,31,754,44,513,88,2529
11,261,40,1031,29,539,102,2584
10,182,17,371,79,1607,91,1358
5,98,35,856,30,490,116,1974
12,248,17,444,102,2060,223,4468
11,198,11,284,45,824,66,1240
7,157,27,648,54,725,71,1577
16,235,8,175,46,790,75,1527
10,196,10,323,42,831,134,3111
9,184,18,420,127,2765,166,3867
14,259,15,472,113,2336,68,1514
16,293,21,416,35,813,144,3816
6,140,28,800,83,1300,119,3517
8,190,48,1282,71,1613,167,4102
9,194,30,832,43,878,51,1450
9,194,25,545,105,1621,100,2273
14,249,18,407,107,1382,220,3786
10,252,9,254,47,796,105,2755
10,248,30,693,72,1235,126,2783
9,204,36,982,40,640,96,3126
7,185,24,632,79,1262,124,2653
18,342,5,95,82,1524,118,1323
6,139,29,768,66,1313,52,1375
9,100,11,304,45,596,54,1103
19,286,35,827,25,284,185,3389
11,222,21,443,37,654,91,1716
7,195,12,323,145,2462,74,1927
11,247,29,554,42,809,106,1822
8,138,76,1434,43,717,246,4036
11,212,50,990,83,1290,142,2705
13,300,3,66,5,108,21,522
15,240,37,534,52,559,179,3025
8,101,28,666,31,640,104,2073
13,235,36,939,29,617,54,1188
9,190,40,875,44,711,175,3232
10,218,32,860,29,803,44,1208
16,223,13,175,23,343,62,906
14,255,12,357,52,943,198,1231
14,274,19,464,16,470,109,2057
7,103,28,525,70,1038,303,4026
12,226,15,435,31,738,166,1675
14,166,38,575,51,875,177,2175
6,153,20,521,59,1147,226,3433
1,1,16,381,59,1215,109,1971
14,248,17,450,55,1265,172,1911
9,169,12,291,40,787,533,1866
11,154,18,411,41,846,185,4150
11,245,21,421,20,292,76,1285
7,174,26,721,59,1713,127,3501
12,211,14,254,32,634,69,1234
8,171,24,543,48,748,70,1753
9,195,19,510,28,499,100,2087
12,336,34,946,64,1386,103,2292
11,201,25,498,43,815,108,2139
12,248,14,408,80,1717,202,4534
8,190,40,1197,75,1542,46,1044
8,148,19,492,28,598,63,1391
16,242,31,774,186,3459,5,105
7,183,17,584,71,1616,76,1956
7,159,13,314,29,586,111,2122
14,290,44,979,78,1494,107,2349
11,257,19,437,80,1508,242,6194
19,246,4,70,4,67,63,1190
8,160,25,509,89,1858,11,255
13,276,25,531,62,1099,85,2006
14,260,13,330,74,1484,31,867
13,231,15,328,64,1477,46,1062
8,200,19,425,135,2097,161,3677
11,219,15,389,43,656,71,1650
11,211,18,319,43,681,21,416
14,192,24,433,69,1042,125,2377
11,170,31,629,70,1344,82,1640
12,237,31,754,34,606,183,3210
14,195,12,322,64,1444,138,2530
9,247,19,505,34,788,112,2526
11,187,22,493,18,317,54,1238
11,204,44,938,14,288,85,1788
16,265,45,1113,37,880,160,1992
9,158,36,786,73,1378,91,1974
7,115,29,677,31,607,137,2992
10,245,24,674,7,132,209,3554
8,195,44,1095,80,1647,73,1848
10,153,3,36,64,1677,41,916
11,150,4,94,47,763,236,1657
12,174,14,258,4,79,27,556
16,350,14,412,41,882,66,1452
19,291,9,246,33,576,53,1363
10,256,16,453,49,1044,43,1221
6,87,21,340,74,1319,219,1923
7,143,44,896,47,825,87,1893
7,155,25,566,96,1633,118,3035
10,210,14,292,27,576,54,1345
6,103,15,351,3,14,76,1683
8,193,40,846,140,2459,146,3059
12,219,19,467,57,1275,177,2331
9,196,96,2260,69,1411,186,4083
17,204,17,365,65,1195,83,1847
14,214,33,712,138,1807,120,2068
10,157,22,448,73,1232,130,3006
13,254,18,379,121,2562,85,2223
15,243,22,452,54,1006,86,1744
9,197,20,523,56,898,41,1048
15,254,20,497,39,628,71,1607
9,210,16,456,96,2370,113,2715
11,243,23,637,59,978,119,1265
9,215,17,408,95,1442,66,1763
5,96,6,154,62,1209,8,337
8,219,29,797,70,1359,106,2349
10,222,22,470,25,358,113,2465
1,1,14,396,52,1092,73,1566
11,196,19,450,86,1302,50,1036
11,259,42,979,44,819,56,1582
13,202,17,417,79,1319,65,1004
11,192,18,487,36,982,99,2402
8,164,19,555,54,1149,57,1347
13,221,23,580,49,891,84,1632
10,156,14,321,82,1121,72,1591
9,190,24,684,19,460,99,2368
11,256,26,638,97,1636,58,1537
9,184,56,1317,25,580,150,2676
7,223,17,508,44,799,50,1607
9,202,20,591,46,707,82,1971
9,191,20,479,118,2145,88,2227
11,241,14,339,105,2499,188,4481
10,185,14,421,70,1153,92,2169
8,157,19,426,35,663,47,1133
10,230,16,466,38,626,171,1985
12,243,17,354,6,90,158,2168
5,102,16,366,136,2685,123,3495
14,226,13,306,30,730,65,896
11,199,16,464,63,1418,55,1224
1,1,14,348,33,641,93,1385
8,161,16,416,75,1475,77,1867
15,240,23,565,57,1051,104,1957
13,264,21,434,38,676,125,2848
9,158,32,814,154,2222,129,3250
14,248,20,543,49,740,60,1345
20,296,22,562,55,1099,33,822
9,219,21,577,48,867,66,1916
9,188,24,560,45,740,56,1146
6,129,21,578,54,1008,61,1776
14,207,20,384,104,2113,5,100
4,88,15,364,28,568,37,698
12,261,42,898,207,4154,35,747
9,225,20,632,39,829,75,2373
9,166,31,753,54,976,66,1383
8,119,18,391,43,638,95,2052
12,268,22,603,75,1635,112,2907
12,224,4,110,5,153,35,1230
9,255,14,449,76,1508,202,4570
10,261,17,519,21,311,121,2934
17,345,33,987,31,752,179,3800
11,254,12,311,57,790,44,1342
10,219,21,473,44,818,63,1721
8,153,30,888,62,1675,72,1862
5,147,17,379,72,1276,163,3958
10,242,26,602,13,206,63,1247
11,242,24,800,48,977,72,1732
6,120,38,611,99,1549,39,598
7,106,29,641,43,825,5,90
11,253,24,630,45,834,105,2255
8,222,21,519,44,780,137,2668
8,152,13,334,29,599,104,2728
20,346,24,601,31,835,66,1470
14,169,13,374,25,530,65,1266
8,180,13,357,67,1240,67,1863
8,210,36,1066,47,766,44,1750
10,154,20,481,70,1263,167,4347
12,288,14,352,204,3908,97,1686
22,262,9,330,29,435,164,2136
11,203,12,394,49,1109,86,1879
6,168,15,402,236,2907,197,4425
9,177,9,202,14,299,17,618
8,144,25,494,60,1004,141,1749
10,238,21,552,55,1000,110,2095
12,265,18,432,44,718,101,2230
8,207,17,508,30,529,38,1176
10,256,31,911,132,2361,104,3036
1,1,4,88,30,404,38,734
8,196,23,545,55,967,91,2504
12,214,20,427,72,1238,52,1012
13,237,14,352,49,894,52,1150
9,205,22,550,33,687,64,1866
10,156,20,567,71,1158,131,2694
7,178,24,529,108,1760,71,1508
10,239,23,565,90,2170,133,2455
7,146,15,387,40,752,108,2807
10,202,29,599,129,2681,263,5576
11,252,14,411,64,849,103,2189
10,204,20,623,47,1041,190,2937
10,226,15,455,51,938,49,1498
14,245,24,484,22,280,43,935
9,159,24,527,103,1471,148,2983
6,110,17,400,189,4127,39,885
10,186,43,1067,127,2446,72,2141
6,140,16,372,118,2119,7,194
19,494,15,304,26,547,28,793
12,219,20,515,94,1517,102,2448
1,1,13,334,47,886,49,1240
12,287,22,471,23,355,50,1494
8,151,51,1129,122,2259,256,5241
11,225,28,731,59,1065,128,2906
13,325,40,1158,51,1104,86,2810
11,255,19,465,29,590,78,2133
15,248,11,281,49,1199,265,3059
10,246,67,2156,40,840,151,4082
6,150,14,320,81,1397,190,3137
15,277,17,440,49,766,142,3027
8,183,23,633,26,380,111,2885
15,244,19,572,90,1627,298,2235
6,152,15,462,93,1637,76,2389
10,266,30,850,25,471,50,1449
14,281,20,415,27,648,64,1502
8,154,46,915,90,1894,117,1961
19,253,13,291,69,1193,79,1370
15,252,30,643,40,585,92,2067
9,159,41,927,34,530,163,3526
10,254,32,701,32,551,143,3039
15,242,10,280,3,36,61,1446
9,174,25,641,45,516,92,2207
13,220,9,136,2,10,54,1091
7,123,22,520,30,481,63,1332
12,179,19,463,42,970,82,1931
9,175,34,822,43,967,47,1188
7,135,22,547,37,578,73,1991
8,131,24,491,77,1214,158,2805
10,204,17,541,56,954,124,2435
8,126,22,520,23,463,91,1309
14,155,10,213,35,720,99,1941
8,131,27,752,64,1090,69,1631
8,172,61,1545,54,1119,361,3088
11,153,38,711,27,349,84,1784
7,127,42,1084,114,2107,138,2214
9,194,20,407,47,745,66,1538
8,186,26,564,24,455,75,1210
10,242,16,450,63,1122,467,4002
15,246,30,585,116,2104,95,2030
14,240,30,773,74,1239,119,1666
9,206,12,259,76,1339,113,2373
15,211,35,735,58,966,146,2819
6,107,15,365,38,760,48,1174
14,250,23,570,22,363,107,2710
14,273,22,474,27,426,58,1132
23,375,25,612,67,1145,93,1865
12,249,18,389,42,689,93,1897
5,108,18,455,51,789,55,1336
13,230,16,292,29,490,47,955
8,218,26,468,79,1536,309,3528
16,365,20,481,20,377,41,984
15,307,33,760,134,2484,139,2719
6,174,22,691,35,672,27,753
17,251,23,500,36,721,128,2165
9,217,18,427,40,732,28,679
13,243,38,926,70,1626,49,1208
14,191,41,721,175,3200,10,212
15,213,11,314,39,842,60,1576
8,197,47,1072,42,690,110,2571
13,219,12,359,51,1144,45,1130
9,132,19,378,20,356,43,700
11,246,18,463,145,2406,155,3595
6,154,35,861,55,1179,105,2459
16,267,35,707,67,961,100,1744
9,200,38,890,21,466,118,3481
9,213,18,513,50,1075,60,1220
6,94,10,257,17,301,141,753
7,207,16,455,84,2143,49,733
7,130,11,305,97,1552,47,1381
9,209,13,483,45,1057,114,3268
10,176,60,1334,36,801,150,3659
7,149,25,726,115,3049,56,1393
13,287,22,543,53,1208,60,1811
12,295,27,610,31,576,48,996
9,213,14,391,53,989,229,5153
11,248,15,368,24,328,64,1328
12,219,19,397,72,1161,129,3041
6,148,55,1474,44,917,65,2109
10,242,22,691,34,753,105,3282
12,245,20,440,60,845,109,2228
7,151,49,1370,163,2564,130,3544
6,163,9,258,63,1167,74,2016
15,208,21,618,83,1630,92,1989
5,74,16,309,19,338,28,434
10,185,16,326,40,793,55,1353
9,179,23,587,106,2258,21,352
7,146,35,910,70,1063,130,3076
10,245,35,881,219,5026,17,350
14,253,19,381,22,394,95,1814
9,193,20,453,38,669,124,2317
14,278,24,440,68,929,32,650
9,240,39,922,78,1485,151,2573
12,206,37,766,83,1411,136,2791
8,150,19,325,127,1867,103,1599
10,190,19,519,41,744,127,3409
10,248,46,1228,104,2546,92,2350
9,206,14,450,98,1985,23,684
8,205,14,378,56,1190,45,965
6,96,25,564,49,1299,66,1311
11,218,20,415,45,828,142,2806
14,229,7,126,45,701,46,1068
10,238,60,1649,66,1142,123,2322
10,142,16,356,37,495,109,2006
11,206,17,342,66,1047,78,1590
12,158,23,385,60,850,95,1539
9,223,30,757,48,1164,681,2715
12,230,25,535,85,1454,67,1549
9,252,14,477,22,501,186,3256
12,248,12,387,23,304,123,2920
8,147,23,589,60,681,18,608
6,56,32,865,29,474,32,458
12,286,20,553,64,1212,45,1099
14,253,25,511,75,1133,161,2945
12,280,33,957,80,1701,219,5112
14,245,19,499,37,715,80,2095
8,161,21,453,38,701,53,1425
11,202,20,491,191,3467,137,2864
10,248,42,1074,262,4511,10,282
10,175,53,1099,43,766,124,3094
14,224,22,515,88,1758,120,2740
5,83,38,838,59,1154,165,3534
15,301,17,326,13,182,52,1094
12,225,31,773,45,918,30,652
9,158,22,484,69,1025,113,2494
7,205,28,898,77,1787,12,358
13,247,6,65,2,51,37,776
9,156,12,265,34,582,52,1240
11,257,14,399,32,494,90,2471
11,268,27,631,26,374,66,1749
13,216,7,210,47,1116,92,1964
14,198,2,34,6,75,8,96
13,235,18,395,79,1309,134,1867
1,1,16,306,64,1191,87,1663
10,198,21,588,37,702,60,1352
13,203,36,663,41,633,173,2820
8,157,35,769,61,1287,106,2823
10,233,23,629,37,617,129,3969
11,239,15,319,19,371,81,1479
16,260,34,709,115,1184,153,3050
15,235,20,356,87,1992,106,2046
17,272,12,285,40,779,79,1870
8,149,33,850,58,904,115,2636
10,196,22,638,115,1229,207,4591
1,1,12,260,43,967,276,1761
10,165,31,879,114,2554,58,1431
10,227,24,549,61,1594,265,3711
8,180,21,637,43,730,28,919
10,226,21,517,68,974,14,347
10,208,17,377,35,632,96,2490
9,201,23,586,38,788,340,2941
8,241,31,658,61,1320,164,2917
9,156,21,525,39,854,60,1506
9,146,37,1013,57,1283,106,1894
18,214,12,164,5,84,72,411
13,262,15,293,54,1195,78,1841
18,198,13,213,40,592,98,1106
14,229,48,822,50,766,114,1568
7,154,35,811,75,1290,149,3348
12,261,18,531,71,1212,147,3407
46,287,18,341,65,968,112,1502
8,268,28,859,34,686,162,3648
6,109,19,426,29,500,87,1980
15,205,25,695,52,991,100,2598
13,250,19,319,24,449,97,1691
11,161,28,582,57,1097,194,3030
12,220,12,282,42,989,137,2185
26,227,13,229,36,797,103,1748
10,255,16,418,39,624,73,2193
16,218,22,379,6,104,119,1744
6,121,6,148,30,619,26,723
9,196,13,425,82,1631,92,2376
13,236,18,570,39,1024,99,2204
11,240,19,462,53,901,267,2688
16,325,26,821,17,259,97,3160
10,254,15,415,57,1237,169,2586
6,142,30,594,59,919,177,3610
8,153,21,454,71,1481,96,2389
7,149,31,882,88,1429,138,3674
17,244,10,275,31,577,50,1146
10,196,10,255,79,1435,60,1410
8,154,18,467,19,348,41,998
8,173,26,537,149,1399,119,2604
12,209,10,308,186,4594,11,380
17,310,28,552,3,71,99,2126
7,162,23,646,131,2266,84,2299
13,175,12,261,36,614,82,1238
13,338,22,432,251,5803,24,526
9,250,20,518,40,426,75,1496
11,242,18,467,42,812,88,2093
8,176,20,443,109,1702,148,4298
9,204,29,746,38,626,56,1583
10,241,22,463,91,1527,182,3301
14,254,39,1087,44,832,69,1574
14,316,27,517,34,519,127,1772
13,225,38,741,60,1378,3,45
11,215,13,316,58,1376,27,620
11,249,20,553,18,412,44,1245
7,215,36,1064,108,2289,139,2794
19,262,12,318,13,209,54,1155
8,192,80,1395,76,1384,110,2372
10,231,11,245,3,57,56,1284
16,239,18,472,77,1447,76,1799
7,149,24,610,59,1105,42,1059
14,289,21,441,91,1652,38,836
10,246,30,866,105,811,66,1728
13,176,13,291,45,871,79,1327
8,186,45,1380,56,1198,195,3375
12,236,18,480,45,994,26,677
18,244,23,605,86,1931,5,116
6,191,28,803,58,951,75,1575
10,202,28,640,72,1173,101,2105
11,204,24,521,19,230,124,2504
9,201,7,180,25,446,52,1416
15,202,14,243,27,459,71,1344
9,161,35,695,19,326,124,2654
7,158,34,582,60,1127,64,1591
20,230,22,409,22,428,63,1241
7,102,14,231,20,272,42,686
12,264,27,667,68,1242,141,2821
12,157,22,553,91,1710,139,2420
11,215,24,538,31,466,53,1324
4,70,22,436,45,704,119,2004
10,256,15,373,67,1331,60,1508
9,253,22,763,27,670,85,1603
8,208,23,714,177,2552,70,1975
14,205,13,251,62,774,85,1584
10,134,13,336,38,829,50,976
12,245,34,885,1,11,130,3129
7,164,21,506,35,601,52,964
10,247,14,370,62,980,318,3820
9,180,10,220,44,800,162,2768
8,212,22,668,100,2530,9,320
8,186,20,598,71,1390,57,1348
1,1,42,1011,42,797,91,2177
12,224,23,499,53,868,40,826
14,233,41,750,25,451,59,1157
14,237,22,519,37,852,55,1276
11,223,48,1185,67,1211,526,5666
7,120,19,312,40,859,16,339
15,290,9,217,45,879,93,2161
10,253,17,360,112,1869,47,1208
10,196,23,583,36,660,141,2445
5,94,17,405,57,1107,40,1046
21,277,2,27,8,100,120,2137
20,269,9,168,39,730,85,1498
10,244,23,587,54,830,43,1271
7,144,32,908,46,966,101,2260
15,232,13,246,12,204,46,843
10,205,32,679,91,1330,398,3656
5,99,18,471,69,1386,151,3374
15,236,41,697,37,673,121,2168
14,214,16,386,87,1649,135,3818
13,235,10,219,4,97,176,3176
10,256,21,572,28,560,99,1413
12,203,11,246,44,863,70,1529
11,178,3,42,2,30,101,2223
7,204,16,425,43,692,206,3906
17,310,23,652,96,1837,123,2707
6,105,21,549,58,1147,102,2395
13,202,29,563,106,1869,121,2561
10,249,23,600,82,1471,114,2890
12,220,21,481,46,669,72,1722
24,224,20,436,49,879,132,2617
19,208,25,624,103,1757,119,2859
16,272,19,358,87,1309,102,2037
10,227,25,577,32,560,75,2226
10,173,29,775,54,992,85,1583
5,86,27,653,24,443,114,3276
9,260,19,523,34,613,84,2146
10,198,16,455,25,494,55,1618
13,369,39,957,141,2943,9,284
5,118,11,379,33,528,32,887
7,131,22,437,29,496,61,1365
11,267,30,902,68,1475,278,3049
7,155,13,383,74,1423,131,2502
12,313,32,726,63,1274,140,3050
16,233,14,351,66,1339,200,2743
16,274,5,66,6,107,6,80
12,228,15,357,25,433,556,2928
8,249,14,303,223,4232,1656,1246
4,97,16,360,49,1107,110,2927
13,203,12,293,35,646,84,1731
13,251,29,716,42,570,93,2396
13,244,12,271,101,1691,133,1655
9,226,32,883,65,1376,59,1627
10,286,16,411,60,1091,116,2166
1,1,16,310,43,685,56,1002
10,202,19,393,33,469,32,704
10,253,24,674,65,1125,157,3255
11,213,28,616,36,604,59,1371
22,230,40,563,3,42,96,1701
17,265,26,529,93,1370,139,2567
7,155,10,261,33,658,52,1077
12,254,23,558,4,67,28,658
13,240,3,40,4,82,205,4274
8,144,23,512,32,498,138,2502
11,283,26,805,124,2140,66,2030
16,258,20,461,8,129,121,2766
16,272,14,288,72,1388,152,1652
12,219,17,390,60,1095,40,954
7,177,22,504,17,309,25,595
11,205,15,372,45,726,27,804
8,191,24,487,29,596,117,2430
9,147,8,186,43,781,56,799
10,207,22,502,38,753,69,1410
11,252,29,926,38,867,138,3980
10,206,13,305,58,1066,76,1530
13,263,40,1024,57,828,50,1507
9,246,11,263,97,1241,90,2224
16,220,40,711,27,442,133,2270
11,197,25,551,33,476,287,4797
10,163,13,340,15,287,56,966
11,228,13,251,53,959,55,1394
8,152,14,385,47,1045,89,1767
13,273,25,557,80,1594,214,4016
11,247,11,279,40,807,83,2318
10,231,13,318,50,1224,84,2046
10,229,35,742,48,951,29,707
12,252,37,995,100,2531,166,4483
8,199,7,151,39,687,111,981
8,200,42,923,130,2503,12,219
9,243,14,377,96,1383,140,2719
8,233,17,421,58,1008,150,3583
20,226,11,215,60,1167,52,1212
10,241,18,472,41,723,234,2197
15,274,18,492,39,689,40,1102
9,216,18,439,66,1424,112,2369
10,212,12,319,49,891,87,1834
10,155,15,373,40,558,114,2868
19,275,9,224,16,284,26,470
6,194,30,674,139,3072,4,137
7,190,17,386,75,1625,3170,2005
12,254,24,620,29,544,82,2145
9,195,10,186,20,629,186,1481
15,234,15,361,27,489,63,1327
16,248,35,765,79,1539,117,2262
8,202,18,462,32,521,62,1812
7,158,13,317,33,676,228,4044
11,204,15,337,160,2602,101,1723
11,285,15,363,46,955,105,2457
18,223,40,569,80,1191,153,2076
6,106,24,590,53,1184,51,1335
9,224,14,241,68,1248,74,1643
8,190,12,324,116,2256,114,2114
7,162,53,1303,16,240,106,1774
9,158,18,441,278,4294,77,2081
17,241,12,275,46,1250,71,1190
7,153,20,486,42,700,56,1369
8,160,8,212,43,739,73,1549
8,149,20,355,35,528,44,979
11,210,23,612,27,539,46,1169
12,252,15,335,102,1340,111,2647
9,216,33,909,22,447,105,3201
11,267,25,626,51,914,36,1099
11,195,23,575,57,1070,54,1292
8,198,19,413,125,1797,67,1772
9,162,43,927,17,203,11,304
7,140,39,876,124,2828,117,2663
11,280,12,276,121,2440,7,179
9,216,30,867,48,914,63,1518
10,266,30,714,57,1072,214,4382
1,1,22,602,43,797,70,2035
11,249,32,915,66,1129,44,1148
10,247,17,462,59,1238,41,1354
18,231,12,271,31,589,83,1536
10,190,10,221,243,5622,349,2291
12,249,17,424,26,546,80,1911
8,252,15,405,28,587,27,768
4,102,28,659,175,3436,6,145
10,256,20,487,46,1115,60,1496
11,231,21,499,39,689,31,741
13,308,24,683,97,1874,96,2249
8,220,22,427,50,989,83,2081
6,151,54,1367,40,923,176,3040
17,273,46,856,71,1125,185,3996
9,180,28,665,35,586,150,3142
6,178,10,269,29,631,28,456
11,240,33,838,68,1442,133,3695
17,232,22,462,58,1007,72,1207
12,212,21,530,86,1529,57,1235
7,155,16,384,43,958,121,2972
12,224,22,559,23,532,145,3257
16,253,28,553,120,2054,140,2482
15,230,17,286,45,1078,67,1346
9,158,27,650,6,57,73,1497
7,112,15,350,20,500,54,1292
12,260,16,454,25,494,49,1195
15,222,19,409,51,941,77,1576
15,273,24,545,53,784,155,2735
10,191,3,30,4,52,259,4811
8,231,34,1022,76,1566,60,1593
8,183,16,478,73,1353,91,2139
12,250,34,797,34,546,62,1630
13,260,27,518,38,446,35,790
14,159,20,373,43,811,169,2353
10,213,31,655,48,676,154,2902
10,228,11,262,33,637,66,2050
12,248,18,397,30,525,109,2245
9,145,28,694,58,1090,41,998
6,112,43,1205,86,1492,83,1823
16,246,34,524,44,893,36,937
16,262,15,371,121,1836,70,1573
9,190,21,464,63,1081,98,2191
11,242,20,470,29,581,50,984
11,204,28,633,44,745,309,4869
12,186,15,373,87,1534,72,1256
7,146,40,960,59,1177,72,1991
9,150,17,449,41,593,42,1043
10,241,29,754,50,858,137,2893
8,133,19,519,68,1084,150,3136
